,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,0.11000000000000001,0.11000000000000001,0.11000000000000001,0.11000000000000001,0.11000000000000001,0.11000000000000001,0.11000000000000001,0.11000000000000001,0.11000000000000001,0.11000000000000001,0.11000000000000001,0.11000000000000001,0.11000000000000001,0.11000000000000001,0.11000000000000001,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.23,0.23,0.34,0.34
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05500000000000001,0.08000000000000002,0.08000000000000002,0.165,0.165,0.165,0.165,0.25,0.25,0.25,0.25,0.25,0.25,0.33,0.41000000000000003,0.41000000000000003,0.41000000000000003,0.41000000000000003,0.41000000000000003
2,0.064,0.112,0.112,0.112,0.112,0.112,0.112,0.18,0.248,0.248,0.248,0.316,0.316,0.352,0.352,0.352,0.44,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.524,0.5680000000000001,0.656,0.656
3,0.0,0.060000000000000005,0.12000000000000001,0.12000000000000001,0.15333333333333335,0.15333333333333335,0.15333333333333335,0.15333333333333335,0.15333333333333335,0.18666666666666668,0.3,0.41333333333333333,0.41333333333333333,0.41333333333333333,0.41333333333333333,0.41333333333333333,0.41333333333333333,0.41333333333333333,0.41333333333333333,0.5266666666666666,0.5266666666666666,0.5266666666666666,0.5266666666666666,0.5266666666666666,0.5266666666666666,0.5266666666666666,0.5266666666666666,0.5266666666666666,0.5266666666666666
4,0.02,0.02,0.02,0.068,0.116,0.136,0.20400000000000001,0.20400000000000001,0.20400000000000001,0.272,0.29200000000000004,0.29200000000000004,0.29200000000000004,0.29200000000000004,0.29200000000000004,0.31200000000000006,0.3320000000000001,0.3320000000000001,0.37600000000000006,0.37600000000000006,0.4640000000000001,0.4640000000000001,0.5080000000000001,0.5080000000000001,0.5080000000000001,0.5080000000000001,0.5560000000000002,0.5560000000000002,0.5560000000000002
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.025,0.025,0.08000000000000002,0.19000000000000003,0.19000000000000003,0.19000000000000003,0.19000000000000003,0.19000000000000003,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.41000000000000003,0.41000000000000003,0.41000000000000003,0.41000000000000003,0.41000000000000003,0.41000000000000003
6,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.14666666666666667,0.22666666666666668,0.22666666666666668,0.26,0.37333333333333335,0.37333333333333335,0.37333333333333335,0.37333333333333335,0.5266666666666666,0.5266666666666666,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6733333333333333,0.8200000000000001,0.8200000000000001,0.8200000000000001,0.8200000000000001,0.8200000000000001
7,0.0,0.0,0.0,0.10666666666666667,0.16666666666666669,0.16666666666666669,0.31333333333333335,0.31333333333333335,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.6066666666666667,0.6066666666666667,0.6066666666666667,0.6066666666666667,0.6066666666666667,0.7533333333333334,0.7533333333333334,0.7533333333333334,0.7533333333333334,0.8266666666666668,0.8266666666666668,0.8266666666666668,0.8266666666666668
8,0.0,0.0,0.11333333333333333,0.11333333333333333,0.14666666666666667,0.18,0.2866666666666667,0.39333333333333337,0.39333333333333337,0.39333333333333337,0.39333333333333337,0.39333333333333337,0.39333333333333337,0.4266666666666667,0.4266666666666667,0.4266666666666667,0.4266666666666667,0.4266666666666667,0.4266666666666667,0.5066666666666667,0.5066666666666667,0.5066666666666667,0.5066666666666667,0.5066666666666667,0.5066666666666667,0.5066666666666667,0.5066666666666667,0.62,0.62
9,0.048,0.096,0.096,0.096,0.14400000000000002,0.14400000000000002,0.14400000000000002,0.20800000000000002,0.24400000000000002,0.24400000000000002,0.24400000000000002,0.24400000000000002,0.332,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.508,0.508,0.508,0.508,0.508,0.508,0.596,0.596,0.596,0.596,0.596
