,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
mean,6.35,6.17,6.11,5.9465,5.841500000000001,5.7364999999999995,5.5954999999999995,5.532500000000001,5.363000000000001,5.108000000000001,4.9565,4.9265,4.836499999999999,4.6955,4.663999999999999,4.527499999999999,4.4239999999999995,4.3325,4.086499999999999,3.8914999999999993,3.828499999999999,3.5989999999999993,3.3934999999999995,3.2735,3.0965,2.8999999999999995,2.8699999999999997,2.7664999999999997,2.6149999999999993,2.4484999999999992,2.3269999999999995,2.2279999999999993,2.1064999999999996,1.94,1.8185000000000002,1.6489999999999996
std,0.8181958472422385,0.9764447984624858,1.0060373308735175,1.090443462286993,1.0010246139719932,0.9657295745244168,0.9227930127847982,0.8465559310786527,0.8831955867442072,0.8587691450235297,0.9049034632367021,0.9155782932721324,0.9821321759880951,0.986253995907973,0.9840246157715995,0.7556389864067213,0.6876804813606708,0.7374439715063855,0.6301986018532392,0.709847597101738,0.695150063735242,0.6712955964236456,0.5957770369675034,0.666245908888836,0.7694047121711117,0.8727606264670235,0.8966852538346132,0.9558854243289019,1.0933790640842624,0.9517704263342314,0.9998422097733444,1.0329735932948356,1.0100083883040003,0.7912402360289265,0.7783531403618226,0.9691771997134707
min,4.5,4.5,4.5,4.199999999999999,4.199999999999999,4.199999999999999,4.14,4.14,3.78,3.78,3.78,3.78,3.78,3.42,3.42,3.42,3.42,3.3,3.06,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.34,2.34,2.34,1.6449999999999996,1.6449999999999996,1.6199999999999999,1.3299999999999996,1.3299999999999996,0.9,0.9,0.9,0.9,0.8999999999999996,0.17999999999999972
25%,6.0,5.324999999999999,5.175,5.175,5.175,5.175,5.175,5.175,5.12875,4.575,4.2749999999999995,4.2749999999999995,3.9749999999999996,3.9749999999999996,3.9749999999999996,3.9749999999999996,3.9749999999999996,3.75,3.6362499999999995,3.204999999999999,3.1525,3.0737499999999995,3.0287499999999996,3.0,2.4212499999999992,2.3549999999999995,2.2124999999999995,2.1174999999999997,1.6649999999999998,1.6649999999999998,1.6649999999999998,1.3824999999999994,1.3199999999999998,1.3199999999999998,1.0762499999999997,0.9287499999999996
50%,6.5,6.5,6.5,6.1325,6.1325,5.765,5.74,5.74,5.4,5.1575,5.0075,4.8575,4.7075000000000005,4.4975000000000005,4.3925,4.3925,4.3925,4.3925,4.200000000000001,3.9724999999999997,3.919999999999999,3.272499999999998,3.272499999999998,3.167499999999999,2.85,2.55,2.55,2.55,2.4349999999999996,2.2849999999999997,2.1274999999999995,2.1,1.9699999999999998,1.8199999999999998,1.8199999999999998,1.6624999999999999
75%,7.0,7.0,7.0,7.0,6.58,6.34375,6.1987499999999995,6.041249999999999,5.923749999999998,5.451249999999999,5.451249999999999,5.451249999999999,5.451249999999999,5.1362499999999995,5.109999999999999,4.873749999999999,4.873749999999999,4.768749999999999,4.584999999999999,4.48875,4.2524999999999995,4.125000000000001,3.8250000000000006,3.75625,3.75625,3.75625,3.75625,3.6775,3.6775,2.9574999999999982,2.9574999999999982,2.773749999999999,2.773749999999999,2.6687499999999984,2.5374999999999996,2.5374999999999996
max,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.685,6.685,6.685,6.685,6.685,6.685,6.685,6.685,5.739999999999998,5.635,5.635,4.8999999999999995,4.8999999999999995,4.8999999999999995,4.8999999999999995,4.27,4.27,4.27,4.164999999999999,4.164999999999999,4.164999999999999,4.164999999999999,3.9549999999999996,3.9549999999999996,3.9549999999999996,3.9549999999999996,3.0000000000000013,2.799999999999999,2.799999999999999
