,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,0.05500000000000001,0.05500000000000001,0.05500000000000001,0.05500000000000001,0.05500000000000001,0.08000000000000002,0.16000000000000003,0.16000000000000003,0.22000000000000003,0.22000000000000003,0.22000000000000003,0.335,0.335,0.335,0.335,0.335,0.44500000000000006,0.525,0.525
1,0.0,0.0,0.045,0.045,0.07,0.095,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.235,0.235,0.235,0.235,0.35,0.35
2,0.064,0.112,0.112,0.112,0.16,0.16,0.16,0.16,0.16,0.18,0.19999999999999998,0.21999999999999997,0.21999999999999997,0.23999999999999996,0.23999999999999996,0.23999999999999996,0.23999999999999996,0.23999999999999996,0.23999999999999996
3,0.10666666666666667,0.10666666666666667,0.10666666666666667,0.18666666666666668,0.18666666666666668,0.18666666666666668,0.18666666666666668,0.3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.36666666666666664,0.36666666666666664,0.42666666666666664,0.42666666666666664,0.42666666666666664,0.5,0.5,0.5
4,0.0,0.036000000000000004,0.036000000000000004,0.036000000000000004,0.036000000000000004,0.036000000000000004,0.128,0.196,0.196,0.196,0.264,0.264,0.264,0.264,0.356,0.356,0.356,0.356,0.356
5,0.0,0.0,0.0,0.0,0.045,0.045,0.045,0.045,0.045,0.045,0.15999999999999998,0.24499999999999997,0.24499999999999997,0.24499999999999997,0.24499999999999997,0.24499999999999997,0.32499999999999996,0.32499999999999996,0.32499999999999996
6,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.14666666666666667,0.14666666666666667,0.14666666666666667,0.26,0.26,0.26,0.26,0.32,0.32,0.32,0.3933333333333333,0.3933333333333333,0.3933333333333333
7,0.0,0.08,0.08,0.08,0.16,0.16,0.16,0.23333333333333334,0.23333333333333334,0.26666666666666666,0.3,0.3,0.3,0.3,0.3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
8,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.18666666666666668,0.24666666666666667,0.24666666666666667,0.24666666666666667,0.24666666666666667,0.3933333333333333,0.3933333333333333,0.3933333333333333,0.3933333333333333,0.3933333333333333,0.5,0.5
9,0.0,0.0,0.068,0.068,0.08800000000000001,0.10800000000000001,0.10800000000000001,0.10800000000000001,0.14400000000000002,0.14400000000000002,0.14400000000000002,0.14400000000000002,0.23200000000000004,0.23200000000000004,0.23200000000000004,0.28,0.28,0.28,0.28
