,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
mean,5.7,5.319000000000001,5.253,5.187,5.0535000000000005,4.986000000000001,4.858500000000001,4.659000000000001,4.494,4.257,4.1175,3.9899999999999998,3.687,3.6254999999999997,3.5955,3.564,3.464999999999999,3.3674999999999997
std,1.1105554165971787,1.2408706620756251,1.276025078123467,1.325081129591694,1.3788845129306515,1.3713351158633689,1.378811988633693,1.4766211430153637,1.5203322005403945,1.6434384685773904,1.7374298546991753,1.7612069725049349,1.9374441927446573,1.9185417639446887,1.9161165152463975,1.8986337192834215,1.9351098160052824,1.9918741175084327
min,4.5,3.7800000000000002,3.78,3.42,3.42,3.42,3.06,2.7,2.3400000000000003,1.9800000000000004,1.9800000000000004,1.6200000000000006,0.9000000000000006,0.9000000000000006,0.9000000000000006,0.9000000000000006,0.5400000000000006,0.1800000000000006
25%,4.5,4.14,3.87,3.87,3.6000000000000005,3.5100000000000002,3.5100000000000002,3.42,3.1500000000000004,2.7900000000000005,2.4300000000000006,2.4300000000000006,2.0700000000000007,2.0700000000000007,2.0700000000000007,2.0700000000000007,2.0700000000000007,2.0700000000000007
50%,6.0,5.7,5.550000000000001,5.4,5.25,5.25,4.950000000000001,4.65,4.500000000000001,4.350000000000001,4.347499999999999,4.050000000000001,3.7500000000000013,3.6000000000000014,3.4500000000000015,3.4500000000000015,3.4500000000000015,3.3000000000000016
75%,6.75,6.1987499999999995,6.1987499999999995,6.1987499999999995,5.9875,5.9875,5.9875,5.897499999999999,5.582499999999999,5.267499999999998,5.1899999999999995,4.952499999999998,4.6374999999999975,4.558749999999997,4.558749999999997,4.322499999999997,4.007499999999997,3.928749999999997
max,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
