,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
mean,110.0,130.0,150.0,190.0,210.0,250.0,310.0,360.0,430.0,470.0,510.0,600.0,620.0,630.0,640.0,670.0,700.0,700.0
std,73.78647873726219,82.32726023485645,108.01234497346434,128.66839377079188,119.72189997378648,143.37208778404377,179.19573407620817,211.86998109427606,249.6664441476534,266.87491868330795,288.48262031225073,339.93463423951897,348.9667287547307,352.92429153510466,356.52645218989164,383.11588035185616,410.9609335312651,410.9609335312651
min,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25%,100.0,100.0,100.0,100.0,200.0,225.0,300.0,325.0,400.0,425.0,500.0,600.0,625.0,625.0,625.0,625.0,625.0,625.0
50%,100.0,150.0,150.0,250.0,250.0,300.0,350.0,400.0,500.0,550.0,600.0,700.0,700.0,700.0,750.0,750.0,800.0,800.0
75%,175.0,200.0,200.0,300.0,300.0,300.0,400.0,475.0,575.0,675.0,675.0,775.0,850.0,875.0,875.0,900.0,900.0,900.0
max,200.0,200.0,300.0,300.0,300.0,400.0,500.0,600.0,700.0,700.0,800.0,1000.0,1000.0,1000.0,1000.0,1100.0,1200.0,1200.0
