,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0.05500000000000001,0.05500000000000001,0.05500000000000001,0.05500000000000001,0.05500000000000001,0.05500000000000001,0.05500000000000001,0.05500000000000001,0.05500000000000001,0.05500000000000001,0.05500000000000001,0.08000000000000002,0.08000000000000002,0.125,0.125,0.125,0.18,0.18,0.18,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11000000000000001,0.11000000000000001,0.11000000000000001,0.11000000000000001,0.11000000000000001,0.19,0.19,0.19,0.19,0.19,0.19,0.27,0.38,0.38,0.38,0.38,0.38,0.38
2,0.064,0.112,0.112,0.112,0.16,0.16,0.16,0.20400000000000001,0.20400000000000001,0.224,0.29200000000000004,0.384,0.384,0.384,0.384,0.384,0.428,0.428,0.428,0.428,0.428,0.428,0.428,0.472,0.5599999999999999,0.5599999999999999,0.5599999999999999,0.5599999999999999,0.5599999999999999,0.5599999999999999
3,0.0,0.060000000000000005,0.12000000000000001,0.12000000000000001,0.15333333333333335,0.18666666666666668,0.29333333333333333,0.29333333333333333,0.37333333333333335,0.37333333333333335,0.37333333333333335,0.4866666666666667,0.4866666666666667,0.4866666666666667,0.4866666666666667,0.4866666666666667,0.4866666666666667,0.4866666666666667,0.4866666666666667,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7533333333333333,0.8266666666666667,0.8266666666666667
4,0.064,0.064,0.064,0.112,0.112,0.112,0.112,0.18,0.216,0.216,0.216,0.216,0.304,0.304,0.304,0.352,0.352,0.352,0.352,0.352,0.352,0.352,0.352,0.352,0.352,0.39999999999999997,0.39999999999999997,0.488,0.576,0.576
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.05,0.07500000000000001,0.07500000000000001,0.07500000000000001,0.07500000000000001,0.07500000000000001,0.1,0.18,0.18,0.18,0.18,0.18,0.29000000000000004,0.29000000000000004,0.29000000000000004,0.29000000000000004,0.34500000000000003,0.34500000000000003,0.34500000000000003,0.34500000000000003,0.34500000000000003
6,0.0,0.0,0.0,0.03333333333333333,0.06666666666666667,0.1,0.21333333333333332,0.32666666666666666,0.32666666666666666,0.32666666666666666,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.5933333333333333,0.5933333333333333,0.5933333333333333,0.5933333333333333,0.5933333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.74,0.8466666666666667,0.8466666666666667,0.8466666666666667
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10666666666666667,0.16666666666666669,0.16666666666666669,0.24000000000000002,0.2733333333333334,0.2733333333333334,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.48000000000000004,0.5866666666666667,0.5866666666666667,0.5866666666666667,0.5866666666666667,0.5866666666666667,0.5866666666666667,0.5866666666666667,0.5866666666666667,0.62,0.7,0.7,0.7,0.7
8,0.0,0.0,0.11333333333333333,0.11333333333333333,0.14666666666666667,0.18,0.29333333333333333,0.29333333333333333,0.29333333333333333,0.4066666666666667,0.4066666666666667,0.4066666666666667,0.4066666666666667,0.44,0.44,0.44,0.44,0.44,0.5133333333333333,0.5133333333333333,0.6599999999999999,0.6599999999999999,0.6599999999999999,0.8066666666666666,0.8066666666666666,0.8066666666666666,0.8066666666666666,0.8066666666666666,0.8066666666666666,0.8066666666666666
9,0.048,0.096,0.096,0.096,0.188,0.188,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.324,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.504,0.504,0.504,0.504,0.504,0.504,0.5680000000000001,0.5680000000000001,0.5680000000000001,0.5680000000000001,0.6360000000000001,0.6360000000000001
