,1,2,3,4,5,6,7,8,9,10,11,12,13,14
count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
mean,30.0,160.0,200.0,210.0,240.0,300.0,380.0,420.0,450.0,500.0,570.0,640.0,670.0,670.0
std,48.3045891539648,217.05094128132941,205.48046676563254,196.92073983655908,201.10804171997808,290.59326290271156,244.04006956964167,239.44379994757296,241.522945769824,249.44382578492943,211.08186931983417,279.6823595120404,279.08580918579304,279.08580918579304
min,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,200.0,200.0,200.0,200.0,200.0
25%,0.0,0.0,25.0,100.0,100.0,100.0,200.0,200.0,225.0,300.0,500.00000000000006,525.0,600.0,600.0
50%,0.0,50.0,100.0,100.0,200.00000000000003,200.00000000000003,350.00000000000006,450.0,500.0,500.00000000000006,600.0,600.0,600.0,600.0
75%,75.0,325.0,375.0,375.0,400.00000000000006,475.0,500.0,575.0,650.0,675.0,675.0,675.0,775.0,775.0
max,100.0,500.0,500.0,500.0,500.0,800.0,800.0,800.0,800.0,900.0,900.0,1100.0,1100.0,1100.0
