,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
mean,58.5,56.157000000000004,54.789,53.751,53.04899999999999,51.285000000000004,50.679,47.763,45.266999999999996,43.824,42.675,40.620000000000005,38.526,36.612,35.124,34.206,33.504000000000005,30.948,28.668,27.291000000000004,26.109,25.119,24.129,23.691000000000003,21.519,18.963,17.766000000000002,16.848000000000003,14.364,12.318000000000001,12.318000000000001,11.334,8.886
std,10.287532908007309,9.106983950060892,8.18725086134941,7.952450984864143,7.247749765731892,6.290986938999848,6.313510117201049,7.137802416243625,4.91549488861498,4.378442645507645,4.662458221439271,3.5226978297889806,4.947574489922648,2.912840538031564,2.3289396728983798,2.8111492311864197,2.296423305925978,4.352321985637858,4.08748170230359,4.472166887166292,3.869764420047641,4.342335393157311,5.60791197030291,5.401025519905145,6.605029144523133,8.00007229134004,7.546590400085767,7.220090488814296,5.178174710584158,5.025565308168493,5.025565308168493,3.1254802297673665,2.880016203658121
min,45.0,40.05,40.05,40.05,40.05,40.05,40.05,40.05,38.46,38.040000000000006,36.82,36.480000000000004,31.359999999999996,31.359999999999996,31.359999999999996,28.860000000000007,28.860000000000007,23.85,21.660000000000004,20.040000000000006,20.040000000000006,18.9,13.950000000000001,13.950000000000001,8.999999999999998,8.999999999999998,8.999999999999998,8.999999999999998,8.880000000000004,8.880000000000004,8.880000000000004,8.880000000000004,2.819999999999995
25%,48.75,48.75,47.85,46.95,46.95,46.455,45.96,43.120000000000005,42.525000000000006,40.6425,38.8575,38.0925,36.120000000000005,35.325,33.75,33.2175,33.04,28.165000000000003,27.029999999999998,24.5725,23.497500000000002,22.090000000000003,20.445000000000007,20.445000000000007,20.205000000000005,13.064999999999996,11.32,11.32,9.450000000000001,9.024999999999999,9.024999999999999,9.024999999999999,8.910000000000004
50%,60.0,60.0,59.08,55.730000000000004,55.620000000000005,52.22,50.18000000000001,45.0,44.480000000000004,43.355000000000004,41.46,40.425,37.31,36.650000000000006,34.56,33.885,33.75,30.950000000000003,28.43,28.16,26.989999999999995,25.294999999999998,25.059999999999995,23.720000000000002,21.89,17.805000000000003,16.650000000000006,14.460000000000004,13.25,10.02,10.02,10.02,9.049999999999999
75%,67.5,62.46,60.0,59.98,58.24,54.765,54.765,52.47,48.945,46.74,46.74,42.07,41.325,37.980000000000004,37.33500000000001,36.135000000000005,34.38000000000001,33.9525,31.995000000000005,28.71,28.305000000000007,27.735,27.735,27.114999999999995,23.890000000000004,23.890000000000004,23.890000000000004,22.35,18.584999999999997,12.569999999999997,12.569999999999997,12.569999999999997,10.375000000000002
max,70.0,64.96,63.28,63.28,60.0,60.0,60.0,60.0,53.58,50.26,49.98,47.32,47.32,42.42,38.08,38.08,37.620000000000005,37.620000000000005,34.019999999999996,34.019999999999996,33.04,33.04,33.04,33.04,33.04,33.04,28.0,28.0,23.38,23.38,23.38,18.34,12.879999999999994
