,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
mean,10.8,14.4,22.2,25.8,29.4,34.440000000000005,36.84,44.28,56.88000000000001,65.28,67.08000000000001,72.47999999999999,77.52000000000001,78.72,83.52000000000001,87.72,92.52000000000001,101.16,110.16,112.55999999999999,121.55999999999999,130.44,137.64000000000001,144.24,152.64000000000001,154.44,158.52,166.92000000000002,173.52,180.12,183.95999999999998,190.56,197.16,203.76,211.08,211.08
std,22.768399153212332,23.6981011897578,35.78267737327659,34.181866537683405,34.4615728021807,31.577460315864545,30.05089016984356,26.487430981505177,28.44897186191445,34.94544319364115,35.783571649571265,41.268680618599866,38.39666652197818,38.39249926743504,32.01099811002462,32.948201771872164,38.5266660898656,32.15985074592231,41.437374434198894,40.83057677770423,40.22357517675424,32.378017233919685,42.2338253062637,44.81713957851393,49.21073053715012,52.0339888918772,47.97816169883961,60.40251650386761,57.0955690049587,63.04398464564244,60.90004926106382,61.889708352843286,57.40257833930459,62.023995356635965,60.92999261447518,60.92999261447518
min,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,43.2,43.2,43.2,57.6,57.6,57.6,57.6,86.4,86.4,86.4,86.4,86.4,96.0,96.0,108.00000000000001,108.00000000000001,108.00000000000001,108.00000000000001,129.6,129.6,144.0,144.0
25%,0.0,0.0,0.0,0.0,0.0,16.8,16.8,30.6,39.0,48.0,48.0,48.0,51.0,51.0,54.00000000000001,72.0,72.0,84.0,84.0,87.0,99.00000000000001,103.50000000000001,103.50000000000001,103.50000000000001,112.50000000000001,112.50000000000001,117.9,117.9,130.5,144.0,144.0,147.0,156.0,159.0,169.2,169.2
50%,0.0,0.0,0.0,18.0,24.0,30.0,36.0,36.0,57.00000000000001,60.00000000000001,60.00000000000001,60.00000000000001,72.0,78.0,78.0,78.0,84.0,96.0,108.0,108.0,129.0,132.0,132.0,144.0,150.0,150.0,156.0,156.0,156.0,162.0,174.0,186.0,186.0,195.0,201.0,201.0
75%,0.0,27.0,33.0,33.0,45.0,45.0,45.0,52.50000000000001,69.0,85.5,90.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,117.0,120.0,132.0,141.0,168.0,174.0,193.5,193.5,193.5,196.5,210.0,210.0,210.0,213.0,226.5,226.5,226.5,226.5
max,54.00000000000001,54.00000000000001,108.00000000000001,108.00000000000001,108.00000000000001,108.00000000000001,108.00000000000001,108.00000000000001,108.00000000000001,126.0,126.0,126.00000000000001,126.00000000000001,126.00000000000001,126.00000000000001,144.0,162.0,162.0,180.0,180.0,180.0,180.0,216.0,216.0,216.0,234.0,234.0,270.0,270.0,306.0,306.0,306.0,306.0,306.0,324.0,324.0
