,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
mean,60.000000000000014,80.00000000000001,130.0,160.0,190.0,230.0,250.0,300.0,380.0,430.0,440.0,470.0,510.0,520.0,560.0,590.0,620.0,690.0,750.0,770.0,840.0,900.0,940.0,990.0,1050.0,1060.0,1090.0,1140.0,1190.0,1230.0,1260.0,1300.0,1350.0,1390.0,1440.0,1440.0
std,126.4911064067352,131.6561177208767,200.27758514399738,189.7366596101028,202.4845673131659,182.8782229912694,171.5938356831167,156.34719199411435,154.9193338482967,176.6981104093143,177.63883459298972,200.27758514399738,191.19507199599983,198.88578520235066,142.9840705968481,144.9137674618944,175.11900715418264,152.3883926754995,212.13203435596427,221.35943621178657,254.73297566057067,182.57418583505537,201.10804171997808,251.44029554194813,295.3340857778225,302.5814858109391,276.6867462592951,327.2783388968954,303.49812373573434,323.3505150074073,320.4163957519444,312.6943839882286,275.8824226207808,280.67379246694514,259.0581230363393,259.0581230363393
min,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,300.0,300.0,300.0,400.0,400.0,400.0,400.0,600.0,600.0,600.0,600.0,600.0,700.0,700.0,700.0,800.0,800.0,900.0,900.0,900.0,1100.0,1100.0
25%,0.0,0.0,0.0,0.0,0.0,125.0,125.0,200.0,300.0,400.0,400.0,400.0,425.0,425.0,450.00000000000006,600.0,600.0,600.0,600.0,600.0,625.0,800.0,800.0,800.0,825.0,825.0,825.0,825.0,975.0000000000001,975.0000000000001,975.0000000000001,1050.0,1225.0,1225.0,1225.0,1225.0
50%,0.0,0.0,0.0,150.0,200.0,200.0,250.0,250.0,400.0,450.0,500.0,500.00000000000006,600.0,600.0,600.0,600.0,600.0,700.0,700.0,750.0,900.0,900.0,1000.0,1050.0,1100.0,1100.0,1150.0,1150.0,1200.0,1200.0,1250.0,1250.0,1300.0,1350.0,1350.0,1350.0
75%,0.0,150.0,200.0,200.0,275.00000000000006,300.00000000000006,300.00000000000006,375.0,500.00000000000006,500.00000000000006,500.00000000000006,600.0,600.0,675.0,675.0,675.0,700.0,775.0,975.0,1000.0,1075.0,1075.0,1100.0,1175.0,1200.0,1275.0,1275.0,1400.0,1400.0,1475.0,1550.0,1575.0,1575.0,1675.0,1700.0,1700.0
max,300.00000000000006,300.00000000000006,600.0000000000001,600.0000000000001,600.0000000000001,600.0000000000001,600.0000000000001,600.0000000000001,600.0000000000001,700.0,700.0,700.0000000000001,700.0000000000001,700.0000000000001,700.0000000000001,800.0000000000001,900.0000000000001,900.0000000000001,1000.0000000000001,1000.0000000000001,1100.0,1100.0,1200.0,1300.0,1500.0,1500.0,1500.0,1600.0,1600.0,1700.0,1700.0,1700.0,1700.0,1700.0,1800.0,1800.0
