,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,0.0,0.0,0.0,12.0,24.0,24.0,36.0,36.0,36.0,48.0,48.0,48.0,48.0,48.0,48.0,72.0,84.0,84.0,120.0,120.0,132.0,132.0,132.0,132.0,132.0,132.0,144.0,144.0,144.0,144.0,156.0,156.0,156.0,168.0,168.0,168.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,72.0,72.0,90.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,144.0,144.0,180.0,180.0,198.0,198.0,198.0
2,0.0,0.0,24.0,24.0,24.0,24.0,24.0,24.0,60.00000000000001,60.00000000000001,60.00000000000001,60.00000000000001,72.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,132.0,132.0,132.0,156.0,168.0,168.0,168.0,168.0,168.0,180.0,192.0,192.0,192.0,192.0,204.0,204.0
3,0.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,90.0,90.0,90.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,144.0,180.0,180.0,216.0,216.0,216.0,270.0,270.0,306.0,306.0,306.0,306.0,306.0,324.0,324.0
4,0.0,0.0,0.0,0.0,0.0,14.4,14.4,28.8,28.8,28.8,28.8,28.8,43.2,43.2,43.2,43.2,43.2,57.6,57.6,57.6,57.6,86.4,86.4,86.4,86.4,86.4,115.2,115.2,115.2,115.2,129.6,129.6,129.6,129.6,172.8,172.8
5,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,126.0,126.0,126.0,126.0,126.0,126.0,126.0,144.0,144.0,180.0,180.0,180.0,180.0,216.0,216.0,216.0,234.0,234.0,252.0,252.0,252.0,252.0,270.0,270.0,306.0,306.0,306.0
6,0.0,0.0,0.0,24.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,72.0,72.0,72.0,72.0,72.0,108.0,108.0,120.0,132.0,132.0,132.0,156.0,180.0,180.0,180.0,192.0,192.0,192.0,192.0,204.0,204.0,204.0,204.0,204.0
7,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,48.00000000000001,48.00000000000001,48.00000000000001,84.00000000000001,84.00000000000001,96.00000000000001,96.00000000000001,96.00000000000001,96.00000000000001,96.00000000000001,108.00000000000001,108.00000000000001,108.00000000000001,108.00000000000001,108.00000000000001,108.00000000000001,108.00000000000001,108.00000000000001,156.0,156.0,156.0,156.0
8,54.00000000000001,54.00000000000001,108.00000000000001,108.00000000000001,108.00000000000001,108.00000000000001,108.00000000000001,108.00000000000001,108.00000000000001,108.00000000000001,108.00000000000001,126.00000000000001,126.00000000000001,126.00000000000001,126.00000000000001,144.0,162.0,162.0,180.0,180.0,180.0,180.0,180.0,198.0,198.0,198.0,198.0,198.0,216.0,216.0,216.0,216.0,234.0,234.0,234.0,234.0
9,0.0,0.0,0.0,0.0,0.0,36.00000000000001,36.00000000000001,60.00000000000001,60.00000000000001,60.00000000000001,60.00000000000001,60.00000000000001,60.00000000000001,60.00000000000001,72.0,72.0,72.0,72.0,72.0,72.0,72.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0
